(FileInfo(path=PosixPath('/Users/canadytw/Documents/GeraldCottrill-Conversation.pdf'), size=43556, hash='42913decc0c427e31860fcb2d52add615f894f899e775cf924a8cc41984e4455', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/GeraldCottrill-Conversation.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Desktop Anywhere Installation Guide v8.0 MAC OS.docx'), size=1603024, hash='f66d71ee959056d96f679e8bac11b8bd76c07b3ca9c57388d67a3772d05d4c71', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Desktop Anywhere Installation Guide v8.0 MAC OS.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Notification of Mission Essential During COVID - TC.pdf'), size=124741, hash='5e7e6821ca2b3746e075e033a9bab168dbd6689494ddd78aa7a1f8dd5e6f7ac6', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Notification of Mission Essential During COVID - TC.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/ DoD Progress Review 14-Nov-2018.PDF'), size=1147056, hash='7e50598136237be5badbf9157faa52ea573d00b3c6cbe63f49aea981e2a704ce', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/ DoD Progress Review 14-Nov-2018.PDF'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/certificates_pkcs7_v5-6_dod.zip'), size=86009, hash='a073a68ba18eb6e9b31bcb82f3020311869b6a55aa8b93fbaf56b99c88cf503b', type='archive', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/archive/certificates_pkcs7_v5-6_dod.zip'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/2 RYOD Spring Review 2020 Final.pptx'), size=23442488, hash='f2a0c7cf97c940f60cd2491b0c9fef4495d5183baac4b9b86c0118f6727b18e3', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/2 RYOD Spring Review 2020 Final.pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/1a RYO Business Manager 2020 Final.pptx'), size=9025258, hash='4345f0633cb1adaf3bf88992a68942eebf13889813031863ffdfefff63b0d754', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/1a RYO Business Manager 2020 Final.pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/2020-3-DoD_Appraisal.PDF'), size=1163942, hash='b40e8c4650efc7cd89de870abe26b6cf015e2185f453ab6c8003617977cffe1f', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/2020-3-DoD_Appraisal.PDF'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/2020-DoD_Appraisal.PDF'), size=1165635, hash='86d53207a9499c2ba330058212f5a29de6cb288198753a9b19d43e3da746a5ad', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/2020-DoD_Appraisal.PDF'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Todd-Rovito-software.png'), size=814657, hash='9b26b4b8b4bfb8f1365a5da9b759da5acb8aa8595d6d52fa9dce209b529671d1', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Todd-Rovito-software.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/SBS Migration.docx'), size=25701, hash='66a84503a56ffa71fa70e3db7aa566952552686918d0430a0e1e34008df16452', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/SBS Migration.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/1 RYO Overview 2020 Final.pptx'), size=11785940, hash='cd0e6d9509ca57b24a590466157ca55387a97141f9b344fc8bf3cd2e9f0404dd', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/1 RYO Overview 2020 Final.pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/certificates_pkcs7_DoD.zip'), size=185110, hash='35ced9c160f0e61e704b9b1713acd9f64b0bc03cbd1c3e5f90431d5c39b557e5', type='archive', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/archive/certificates_pkcs7_DoD.zip'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/RDC Connections/Default copy.rdp'), size=3886, hash='2b40a0713d8dbbfc1048d2e80aace11cd12ee5727df7e4eb114c2084ecbd971b', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Default copy.rdp'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/RDC Connections/Default1.rdp'), size=3886, hash='2b40a0713d8dbbfc1048d2e80aace11cd12ee5727df7e4eb114c2084ecbd971b', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Default1.rdp'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/RDC Connections/Default.rdp'), size=3886, hash='2b40a0713d8dbbfc1048d2e80aace11cd12ee5727df7e4eb114c2084ecbd971b', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Default.rdp'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/eBay/eBay label 02-13697-58436.pdf'), size=38733, hash='7ca203bb6c13a7c0d1508f0d21b4ce1ca706d19e00d765f4bab389f8ba8ec358', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/eBay label 02-13697-58436.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/Main Bag : Comms.docx'), size=979842, hash='a06f6b6c8ce46e4c2283d12126c0e4edc2652b1c973142113aaeeb623592fe95', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Main Bag : Comms.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/chirp-next-20250124.app.zip'), size=45100406, hash='c80f9ea1b41e041945efc4cffbeecab9505e4d6a991a11b1b11b2a7757f63af2', type='archive', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/archive/chirp-next-20250124.app.zip'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/Baofeng_BF-F8HP-PRO_20250129.csv'), size=612, hash='f78e299d91588269726415de7b14c70f581b855476f1355d4cb8868cfa7557c0', type='spreadsheet', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/spreadsheet/Baofeng_BF-F8HP-PRO_20250129.csv'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/manual_BF-F8HPPRO.pdf'), size=448428, hash='91efc5b7cb8bd3f623a6bf2589dae72236cf50cd471b041223d30d01de8b0f82', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/manual_BF-F8HPPRO.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/one_time_pad.pdf'), size=166964, hash='717b218edc887048be1f2ea644873c8c16c6c2a891f66d2de94ea831b2197282', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/one_time_pad.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/Hambands4_Grayscale_11x8_5.pdf'), size=252605, hash='3c000fd50c89b50fbc3ea2ab27de06c07aa17f41598201edcce69ae679a8f86b', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Hambands4_Grayscale_11x8_5.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/Baofeng_BF-F8HP-PRO_20250129.img'), size=37505, hash='2810d443e2830d35fc9b99362642bdd2143fa1f2ec2298bc7dc2f30388915097', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Baofeng_BF-F8HP-PRO_20250129.img'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/BAOFENG_UV_9R_User_Manual_20231019_EN.pdf'), size=24412387, hash='9773e42b4aa68a6be32b1746a40d65af1042ae60381779f01d6415e39b9821c7', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/BAOFENG_UV_9R_User_Manual_20231019_EN.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/OTAbands.pdf'), size=614301, hash='2e005067d342402547a71700e2551f4efd8c49849ceae346e25cd7e614d95acd', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/OTAbands.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/Hambands4_BW_11x8_5.pdf'), size=250864, hash='f741b4c587f199bd7d88c0bcc041678377ebfd263c1e54699259c321e2430e60', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Hambands4_BW_11x8_5.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/ATS-909X2_en_manual_us.pdf'), size=2036586, hash='0f3bee01a39e94c220a40d46748e2505e8704e21de5da3af68535e62107547f2', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/ATS-909X2_en_manual_us.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/Morgan’s Trip Home.kml'), size=39018, hash='67355e4e7b51c6619921a76f14073ec4e9682b5b533222e864e2b49a7ac0e67d', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Morgan’s Trip Home.kml'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/Baofeng_UV-9R Pro_20250129-1.img'), size=12681, hash='87eb777e01f3dd4ea3cd9f53442faf0a5f723105940650efd3c65fe9f4c53fe0', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Baofeng_UV-9R Pro_20250129-1.img'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/Baofeng_UV-9R Pro_20250129.img'), size=12681, hash='f825daf47571296ff99905e259619850ce8789347c29d13dd9a5c400eecf8fc7', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Baofeng_UV-9R Pro_20250129.img'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/Hambands4_Color_11x8_5.pdf'), size=235462, hash='88cb18a29e68069cf59e494d6816bf5a1a25000da5f390c195d017146ff3d187', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Hambands4_Color_11x8_5.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/HAM-Radio-Survival/BF-F8HP_Manual.pdf'), size=3196297, hash='9a16561cebb551977f1785885f5bab5f19c0e708c921d502a0f9633ecf1a084b', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/BF-F8HP_Manual.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/math/EulerSetup.zip'), size=1497977, hash='db7206751dea09c12e3f37726ae931feb67027ce1d90ae16e579cb0724354d06', type='archive', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/archive/EulerSetup.zip'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/math/EulerSetup.exe'), size=104852420, hash='METADATA_ONLY', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/EulerSetup.exe'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/math/pplane.jar'), size=76251, hash='d69119775311d437d447b5c57e7df71a5d16b1265dace9c4b8e402c95b7604ce', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/pplane.jar'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/math/wp32z.exe'), size=874001, hash='1e4d496f36785245e7a55e11a08a38d5b343b15038c7ed92435bf766f79322a3', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/wp32z.exe'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/math/CDFPlayer_11.0.0_OSX.pkg'), size=835078848, hash='METADATA_ONLY', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/CDFPlayer_11.0.0_OSX.pkg'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/math/pplane.ini'), size=39, hash='8b6c8ef03ff5007a80204a6e1a2e7136bb80c9c69fb8a12b4c07a5155f0b3d59', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/pplane.ini'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/math/WolframAlpha--use_Euler_method_y____t_y__y_0____1__from_0_to__3__h__05__Symbolic_iteration_code____2016_09_04_21_52.cdf'), size=5072, hash='4bfa8652b96233ebc1ddbd94576671e533d9f941f757187ebd8f9118c4d83f0b', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/WolframAlpha--use_Euler_method_y____t_y__y_0____1__from_0_to__3__h__05__Symbolic_iteration_code____2016_09_04_21_52.cdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/TI-Nspire CX/ChargedPartcleRadius.tns'), size=1822, hash='716630c3a1cb9870c2870f21f93b0f5644d9ea4f3fa1e439e8995d4f5706c087', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/ChargedPartcleRadius.tns'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/TI-Nspire CX/ChargedParticleRadius.tns'), size=1876, hash='05915ec60ff216cb71bae903bd41c371b681cb4eae2eeb5ca095de2034aa1887', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/ChargedParticleRadius.tns'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/TI-Nspire CX/test1.tns'), size=1830, hash='8a6f0a287dc3442966765591abff809f097c42226413aeddba9677eeade90824', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/test1.tns'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/TI-Nspire CX/Document1.tns'), size=1423, hash='7e8d6da4de2c55d095d67fd883cdd8c0baddf6de499814691a01e2f3a0700b94', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Document1.tns'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/CEG3310/pastedImage.png'), size=186815, hash='52cbc863aa165f174e108d4e9bdcf6aa749df5ac7f0c536df291baa7e37509ff', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/pastedImage.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/CEG3310/pastedImage1.png'), size=189058, hash='83940a70dd3f097ca7ad10f5324baee0c59deb9e0ac28c610936cd439c5e6824', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/pastedImage1.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/CEG3310/Document2.rtf'), size=9402, hash='fb838726dc9d091ab72bca96c11d8f7a53acf4d434d6268aaab16290dce2ac1c', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Document2.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/CEG3310/Document1.rtf'), size=7330, hash='940617ba92cc40b603df41773ae96e5427707692f24444efc69b102c08d349f5', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Document1.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Logs/file_scan.log'), size=39940421, hash='b8b831da126ec9405f9e176427a825936fdd287c7d6a118c32388ea682450a71', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/file_scan.log'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Logs/duplicates_2024-07-06T16:29:52-04:00.xml'), size=1510267, hash='426c5490686059d0867e4d59f9d60094997a62ce93982ef2e3a20247d21eaeef', type='data', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/data/duplicates_2024-07-06T16:29:52-04:00.xml'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Logs/Backups_StdOut.log'), size=81514285, hash='METADATA_ONLY', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Backups_StdOut.log'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Logs/duplicates_2024-07-05T15:03:55-04:00.xml'), size=1667405, hash='f05afeefab0df8d4bed8b9dda0660cda7589e31ad83e79e4df100f49c7ce5f1f', type='data', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/data/duplicates_2024-07-05T15:03:55-04:00.xml'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Logs/attribute_duplicates.txt'), size=399496, hash='338a2c94816f1e10d2ac4e6b3f74d7fcb9fb8305ad1e41df01625ae3092e3c43', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/attribute_duplicates.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Logs/exclusions.txt'), size=220, hash='bbae5bfd17b31a1c0c5d665c5fcfc1cdcc9eb24db200db2e360403dc0005ddb5', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/exclusions.txt'))
